FlightId,Price,StopCount,Departue,Arrival,FlightTime,Airline(s),DepartureCity,ArrivalCity
15062-2210111209--31825-0-13411-2210111410,86.59,0,10/11/2022 12:09:00 PM,10/11/2022 2:10:00 PM,241,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210111615--31825-0-13411-2210111817,59,0,10/11/2022 4:15:00 PM,10/11/2022 6:17:00 PM,242,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210112145--31825-0-13411-2210112350,59,0,10/11/2022 9:45:00 PM,10/11/2022 11:50:00 PM,245,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210111955--31722-0-13411-2210112205,122.86,0,10/11/2022 7:55:00 PM,10/11/2022 10:05:00 PM,250,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210111756--31722-1-13411-2210112159,132.01,1,10/11/2022 5:56:00 PM,10/11/2022 9:59:00 PM,363,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210111548--31722-0-13411-2210111752,223.62,0,10/11/2022 3:48:00 PM,10/11/2022 5:52:00 PM,244,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210110738--32289-0-13411-2210110947,60.98,0,10/11/2022 7:38:00 AM,10/11/2022 9:47:00 AM,249,,Frontier Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210110850--31722-0-13411-2210111048,264.35,0,10/11/2022 8:50:00 AM,10/11/2022 10:48:00 AM,238,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210110545--31825-0-13411-2210110743,59,0,10/11/2022 5:45:00 AM,10/11/2022 7:43:00 AM,238,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210111248--31722-0-13411-2210111450,264.35,0,10/11/2022 12:48:00 PM,10/11/2022 2:50:00 PM,242,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210122145--31825-0-13411-2210122350,59,0,10/12/2022 9:45:00 PM,10/12/2022 11:50:00 PM,245,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210121248--31722-0-13411-2210121450,188.6,0,10/12/2022 12:48:00 PM,10/12/2022 2:50:00 PM,242,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210121035--31825-1-13411-2210121827,117.58,1,10/12/2022 10:35:00 AM,10/12/2022 6:27:00 PM,592,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210121209--31825-0-13411-2210121410,59,0,10/12/2022 12:09:00 PM,10/12/2022 2:10:00 PM,241,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210120545--31825-0-13411-2210120743,86.59,0,10/12/2022 5:45:00 AM,10/12/2022 7:43:00 AM,238,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210120850--31722-0-13411-2210121048,188.6,0,10/12/2022 8:50:00 AM,10/12/2022 10:48:00 AM,238,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210121548--31722-0-13411-2210121752,188.6,0,10/12/2022 3:48:00 PM,10/12/2022 5:52:00 PM,244,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210120735--31722-0-13411-2210120938,188.6,0,10/12/2022 7:35:00 AM,10/12/2022 9:38:00 AM,243,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210121615--31825-0-13411-2210121817,86.59,0,10/12/2022 4:15:00 PM,10/12/2022 6:17:00 PM,242,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210121955--31722-0-13411-2210122205,188.6,0,10/12/2022 7:55:00 PM,10/12/2022 10:05:00 PM,250,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210131209--31825-0-13411-2210131410,126.59,0,10/13/2022 12:09:00 PM,10/13/2022 2:10:00 PM,241,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210131955--31722-0-13411-2210132205,498.6,0,10/13/2022 7:55:00 PM,10/13/2022 10:05:00 PM,250,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210130735--32289-0-13411-2210130944,148.98,0,10/13/2022 7:35:00 AM,10/13/2022 9:44:00 AM,249,,Frontier Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210131615--31825-0-13411-2210131817,216.59,0,10/13/2022 4:15:00 PM,10/13/2022 6:17:00 PM,242,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210132145--31825-0-13411-2210132350,126.59,0,10/13/2022 9:45:00 PM,10/13/2022 11:50:00 PM,245,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210130545--31825-0-13411-2210130743,156.59,0,10/13/2022 5:45:00 AM,10/13/2022 7:43:00 AM,238,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210130822--31825-1-13411-2210131348,177.58,1,10/13/2022 8:22:00 AM,10/13/2022 1:48:00 PM,446,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210130530--31825-1-13411-2210131352,177.58,1,10/13/2022 5:30:00 AM,10/13/2022 1:52:00 PM,622,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210131035--31825-1-13411-2210131827,207.58,1,10/13/2022 10:35:00 AM,10/13/2022 6:27:00 PM,592,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210130850--31722-0-13411-2210131048,608.6,0,10/13/2022 8:50:00 AM,10/13/2022 10:48:00 AM,238,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210140545--31825-0-13411-2210140743,216.59,0,10/14/2022 5:45:00 AM,10/14/2022 7:43:00 AM,238,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210141615--31825-0-13411-2210141817,216.59,0,10/14/2022 4:15:00 PM,10/14/2022 6:17:00 PM,242,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210141035--31825-1-13411-2210141827,207.58,1,10/14/2022 10:35:00 AM,10/14/2022 6:27:00 PM,592,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210140850--31722-0-13411-2210141048,608.6,0,10/14/2022 8:50:00 AM,10/14/2022 10:48:00 AM,238,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210141209--31825-0-13411-2210141410,216.59,0,10/14/2022 12:09:00 PM,10/14/2022 2:10:00 PM,241,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210140822--31825-1-13411-2210141348,177.58,1,10/14/2022 8:22:00 AM,10/14/2022 1:48:00 PM,446,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210142145--31825-0-13411-2210142350,126.59,0,10/14/2022 9:45:00 PM,10/14/2022 11:50:00 PM,245,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210142159--31825-1-13411-2210151202,137.58,1,10/14/2022 9:59:00 PM,10/15/2022 12:02:00 PM,963,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210141955--31722-0-13411-2210142205,408.6,0,10/14/2022 7:55:00 PM,10/14/2022 10:05:00 PM,250,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210140720--32289-0-13411-2210140929,208.98,0,10/14/2022 7:20:00 AM,10/14/2022 9:29:00 AM,249,,Frontier Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210150822--31825-1-13411-2210151348,137.58,1,10/15/2022 8:22:00 AM,10/15/2022 1:48:00 PM,446,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210152145--31825-0-13411-2210152350,59,0,10/15/2022 9:45:00 PM,10/15/2022 11:50:00 PM,245,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210151615--31825-0-13411-2210151817,126.59,0,10/15/2022 4:15:00 PM,10/15/2022 6:17:00 PM,242,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210150740--32289-0-13411-2210150949,91.98,0,10/15/2022 7:40:00 AM,10/15/2022 9:49:00 AM,249,,Frontier Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210151035--31825-1-13411-2210151614,137.58,1,10/15/2022 10:35:00 AM,10/15/2022 4:14:00 PM,459,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210151255--31722-1-13411-2210151748,197.6,1,10/15/2022 12:55:00 PM,10/15/2022 5:48:00 PM,413,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210151605--31722-1-13411-2210152109,197.6,1,10/15/2022 4:05:00 PM,10/15/2022 9:09:00 PM,424,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210150545--31825-0-13411-2210150743,126.59,0,10/15/2022 5:45:00 AM,10/15/2022 7:43:00 AM,238,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210151209--31825-0-13411-2210151410,156.59,0,10/15/2022 12:09:00 PM,10/15/2022 2:10:00 PM,241,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210151758--31722-1-13411-2210152359,147.6,1,10/15/2022 5:58:00 PM,10/15/2022 11:59:00 PM,481,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210160530--31825-1-13411-2210161352,207.58,1,10/16/2022 5:30:00 AM,10/16/2022 1:52:00 PM,622,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210162145--31825-0-13411-2210162350,126.59,0,10/16/2022 9:45:00 PM,10/16/2022 11:50:00 PM,245,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210160850--31722-0-13411-2210161048,499.47,0,10/16/2022 8:50:00 AM,10/16/2022 10:48:00 AM,238,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210160822--31825-1-13411-2210161348,306.58,1,10/16/2022 8:22:00 AM,10/16/2022 1:48:00 PM,446,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210162000--31722-0-13411-2210162210,343.21,0,10/16/2022 8:00:00 PM,10/16/2022 10:10:00 PM,250,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210161209--31825-0-13411-2210161410,86.59,0,10/16/2022 12:09:00 PM,10/16/2022 2:10:00 PM,241,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210160545--31825-0-13411-2210160743,126.59,0,10/16/2022 5:45:00 AM,10/16/2022 7:43:00 AM,238,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210160740--32289-0-13411-2210160949,76.98,0,10/16/2022 7:40:00 AM,10/16/2022 9:49:00 AM,249,,Frontier Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210160735--31722-0-13411-2210160938,343.21,0,10/16/2022 7:35:00 AM,10/16/2022 9:38:00 AM,243,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210161615--31825-0-13411-2210161817,126.59,0,10/16/2022 4:15:00 PM,10/16/2022 6:17:00 PM,242,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210171548--31722-0-13411-2210171752,498.6,0,10/17/2022 3:48:00 PM,10/17/2022 5:52:00 PM,244,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210170545--31825-0-13411-2210170743,126.59,0,10/17/2022 5:45:00 AM,10/17/2022 7:43:00 AM,238,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210171756--31722-1-13411-2210172159,277.6,1,10/17/2022 5:56:00 PM,10/17/2022 9:59:00 PM,363,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210170730--32289-0-13411-2210170939,60.98,0,10/17/2022 7:30:00 AM,10/17/2022 9:39:00 AM,249,,Frontier Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210171615--31825-0-13411-2210171817,216.59,0,10/17/2022 4:15:00 PM,10/17/2022 6:17:00 PM,242,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210170735--31722-0-13411-2210170938,498.6,0,10/17/2022 7:35:00 AM,10/17/2022 9:38:00 AM,243,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210172145--31825-0-13411-2210172350,66.59,0,10/17/2022 9:45:00 PM,10/17/2022 11:50:00 PM,245,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210171248--31722-0-13411-2210171450,498.6,0,10/17/2022 12:48:00 PM,10/17/2022 2:50:00 PM,242,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210171955--31722-0-13411-2210172205,268.6,0,10/17/2022 7:55:00 PM,10/17/2022 10:05:00 PM,250,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210171209--31825-0-13411-2210171410,126.59,0,10/17/2022 12:09:00 PM,10/17/2022 2:10:00 PM,241,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210181209--31825-0-13411-2210181410,59,0,10/18/2022 12:09:00 PM,10/18/2022 2:10:00 PM,241,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210181955--31722-0-13411-2210182205,268.6,0,10/18/2022 7:55:00 PM,10/18/2022 10:05:00 PM,250,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210181035--31825-1-13411-2210181827,104.58,1,10/18/2022 10:35:00 AM,10/18/2022 6:27:00 PM,592,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210181600--31722-1-13411-2210182159,147.6,1,10/18/2022 4:00:00 PM,10/18/2022 9:59:00 PM,479,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210182145--31825-0-13411-2210182350,59,0,10/18/2022 9:45:00 PM,10/18/2022 11:50:00 PM,245,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210181756--31722-1-13411-2210182159,147.6,1,10/18/2022 5:56:00 PM,10/18/2022 9:59:00 PM,363,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210180738--32289-0-13411-2210180947,60.98,0,10/18/2022 7:38:00 AM,10/18/2022 9:47:00 AM,249,,Frontier Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210181615--31825-0-13411-2210181817,59,0,10/18/2022 4:15:00 PM,10/18/2022 6:17:00 PM,242,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210180545--31825-0-13411-2210180743,126.59,0,10/18/2022 5:45:00 AM,10/18/2022 7:43:00 AM,238,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210180530--31825-1-13411-2210181352,104.58,1,10/18/2022 5:30:00 AM,10/18/2022 1:52:00 PM,622,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210190700--31825-2-13411-2210192151,162.17,2,10/19/2022 7:00:00 AM,10/19/2022 9:51:00 PM,1011,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210190822--31825-2-13411-2210192151,430.17,2,10/19/2022 8:22:00 AM,10/19/2022 9:51:00 PM,929,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210191105--31825-2-13411-2210192151,108.17,2,10/19/2022 11:05:00 AM,10/19/2022 9:51:00 PM,766,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210191038--31825-2-13411-2210192151,232.17,2,10/19/2022 10:38:00 AM,10/19/2022 9:51:00 PM,793,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210190700--31825-1-13411-2210191715,142.18,1,10/19/2022 7:00:00 AM,10/19/2022 5:15:00 PM,735,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210201209--31825-0-13411-2210201410,216.59,0,10/20/2022 12:09:00 PM,10/20/2022 2:10:00 PM,241,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210201756--31722,-31825-1-13411-2210202309,380,1,10/20/2022 5:56:00 PM,10/20/2022 11:09:00 PM,433,,United,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210202145--31825-0-13411-2210202350,126.59,0,10/20/2022 9:45:00 PM,10/20/2022 11:50:00 PM,245,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210200735--32289-0-13411-2210200944,155.98,0,10/20/2022 7:35:00 AM,10/20/2022 9:44:00 AM,249,,Frontier Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210200545--31825-0-13411-2210200743,156.59,0,10/20/2022 5:45:00 AM,10/20/2022 7:43:00 AM,238,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210200530--31825-1-13411-2210201352,184,1,10/20/2022 5:30:00 AM,10/20/2022 1:52:00 PM,622,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210200822--31825-1-13411-2210201348,177.58,1,10/20/2022 8:22:00 AM,10/20/2022 1:48:00 PM,446,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210201035--31825-1-13411-2210201827,267.58,1,10/20/2022 10:35:00 AM,10/20/2022 6:27:00 PM,592,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210201930--31825-1-13411-2210210734,207.58,1,10/20/2022 7:30:00 PM,10/21/2022 7:34:00 AM,844,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210201615--31825-0-13411-2210201817,156.59,0,10/20/2022 4:15:00 PM,10/20/2022 6:17:00 PM,242,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210212145--31825-0-13411-2210212350,126.59,0,10/21/2022 9:45:00 PM,10/21/2022 11:50:00 PM,245,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210212159--31825-1-13411-2210221202,111.58,1,10/21/2022 9:59:00 PM,10/22/2022 12:02:00 PM,963,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210210720--32289-0-13411-2210210929,278.98,0,10/21/2022 7:20:00 AM,10/21/2022 9:29:00 AM,249,,Frontier Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210210545--31825-0-13411-2210210743,216.59,0,10/21/2022 5:45:00 AM,10/21/2022 7:43:00 AM,238,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210211615--31825-0-13411-2210211817,216.59,0,10/21/2022 4:15:00 PM,10/21/2022 6:17:00 PM,242,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210211955--31722-0-13411-2210212205,608.6,0,10/21/2022 7:55:00 PM,10/21/2022 10:05:00 PM,250,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210211035--31825-1-13411-2210211827,267.58,1,10/21/2022 10:35:00 AM,10/21/2022 6:27:00 PM,592,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210210850--31722-0-13411-2210211048,778.6,0,10/21/2022 8:50:00 AM,10/21/2022 10:48:00 AM,238,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210211209--31825-0-13411-2210211410,216.59,0,10/21/2022 12:09:00 PM,10/21/2022 2:10:00 PM,241,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210210822--31825-1-13411-2210211348,207.58,1,10/21/2022 8:22:00 AM,10/21/2022 1:48:00 PM,446,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210221930--31825-1-13411-2210230734,91.58,1,10/22/2022 7:30:00 PM,10/23/2022 7:34:00 AM,844,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210220545--31825-0-13411-2210220743,401.59,0,10/22/2022 5:45:00 AM,10/22/2022 7:43:00 AM,238,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210221209--31825-0-13411-2210221410,401.59,0,10/22/2022 12:09:00 PM,10/22/2022 2:10:00 PM,241,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210220822--31825-1-13411-2210221348,137.58,1,10/22/2022 8:22:00 AM,10/22/2022 1:48:00 PM,446,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210221625--31722-1-13411-2210230015,147.6,1,10/22/2022 4:25:00 PM,10/23/2022 12:15:00 AM,590,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210222145--31825-0-13411-2210222350,59,0,10/22/2022 9:45:00 PM,10/22/2022 11:50:00 PM,245,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210221955--31722-0-13411-2210222205,308.6,0,10/22/2022 7:55:00 PM,10/22/2022 10:05:00 PM,250,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210221620--31825-1-13411-2210222258,134,1,10/22/2022 4:20:00 PM,10/22/2022 10:58:00 PM,518,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210221615--31825-0-13411-2210221817,86.59,0,10/22/2022 4:15:00 PM,10/22/2022 6:17:00 PM,242,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210220740--32289-0-13411-2210220949,88.98,0,10/22/2022 7:40:00 AM,10/22/2022 9:49:00 AM,249,,Frontier Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210231209--31825-0-13411-2210231410,126.59,0,10/23/2022 12:09:00 PM,10/23/2022 2:10:00 PM,241,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210230545--31825-0-13411-2210230743,66.59,0,10/23/2022 5:45:00 AM,10/23/2022 7:43:00 AM,238,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210231955--31722-0-13411-2210232205,310.85,0,10/23/2022 7:55:00 PM,10/23/2022 10:05:00 PM,250,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210230740--32289-0-13411-2210230949,65.98,0,10/23/2022 7:40:00 AM,10/23/2022 9:49:00 AM,249,,Frontier Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210230735--31722-0-13411-2210230938,502.65,0,10/23/2022 7:35:00 AM,10/23/2022 9:38:00 AM,243,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210231615--31825-0-13411-2210231817,156.59,0,10/23/2022 4:15:00 PM,10/23/2022 6:17:00 PM,242,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210231756--31722-1-13411-2210232159,319.93,1,10/23/2022 5:56:00 PM,10/23/2022 9:59:00 PM,363,,United,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210230530--31825-1-13411-2210231352,173.58,1,10/23/2022 5:30:00 AM,10/23/2022 1:52:00 PM,622,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210232145--31825-0-13411-2210232350,66.59,0,10/23/2022 9:45:00 PM,10/23/2022 11:50:00 PM,245,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210230822--31825-1-13411-2210231348,117.58,1,10/23/2022 8:22:00 AM,10/23/2022 1:48:00 PM,446,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210240530--31825-1-13411-2210241352,117.58,1,10/24/2022 5:30:00 AM,10/24/2022 1:52:00 PM,622,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210240822--31825-1-13411-2210241348,452.58,1,10/24/2022 8:22:00 AM,10/24/2022 1:48:00 PM,446,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210241209--31825-0-13411-2210241410,61,0,10/24/2022 12:09:00 PM,10/24/2022 2:10:00 PM,241,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210242145--31825-0-13411-2210242350,61,0,10/24/2022 9:45:00 PM,10/24/2022 11:50:00 PM,245,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210240545--31825-0-13411-2210240743,61,0,10/24/2022 5:45:00 AM,10/24/2022 7:43:00 AM,238,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210241035--31825-1-13411-2210241827,173.58,1,10/24/2022 10:35:00 AM,10/24/2022 6:27:00 PM,592,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210240730--32289-0-13411-2210240939,60.98,0,10/24/2022 7:30:00 AM,10/24/2022 9:39:00 AM,249,,Frontier Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210241615--31825-0-13411-2210241817,61,0,10/24/2022 4:15:00 PM,10/24/2022 6:17:00 PM,242,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210242059--31825-1-13411-2210250706,111.58,1,10/24/2022 8:59:00 PM,10/25/2022 7:06:00 AM,727,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210242159--31825-1-13411-2210251152,92.58,1,10/24/2022 9:59:00 PM,10/25/2022 11:52:00 AM,953,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210250700--31825-1-13411-2210251715,120.18,1,10/25/2022 7:00:00 AM,10/25/2022 5:15:00 PM,735,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210250738--32289-0-13411-2210250947,60.98,0,10/25/2022 7:38:00 AM,10/25/2022 9:47:00 AM,249,,Frontier Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210260545--31825-0-13411-2210260743,59,0,10/26/2022 5:45:00 AM,10/26/2022 7:43:00 AM,238,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210261615--31825-0-13411-2210261817,59,0,10/26/2022 4:15:00 PM,10/26/2022 6:17:00 PM,242,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210261035--31825-1-13411-2210261827,104.58,1,10/26/2022 10:35:00 AM,10/26/2022 6:27:00 PM,592,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210261209--31825-0-13411-2210261410,59,0,10/26/2022 12:09:00 PM,10/26/2022 2:10:00 PM,241,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210262145--31825-0-13411-2210262350,59,0,10/26/2022 9:45:00 PM,10/26/2022 11:50:00 PM,245,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210261930--31825-1-13411-2210270734,161.58,1,10/26/2022 7:30:00 PM,10/27/2022 7:34:00 AM,844,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210262159--31825-1-13411-2210271202,117.58,1,10/26/2022 9:59:00 PM,10/27/2022 12:02:00 PM,963,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210260530--31825-1-13411-2210261352,104.58,1,10/26/2022 5:30:00 AM,10/26/2022 1:52:00 PM,622,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210260822--31825-1-13411-2210261348,92.58,1,10/26/2022 8:22:00 AM,10/26/2022 1:48:00 PM,446,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210272145--31825-0-13411-2210272350,126.59,0,10/27/2022 9:45:00 PM,10/27/2022 11:50:00 PM,245,,Spirit Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
15062-2210270735--32289-0-13411-2210270944,88.98,0,10/27/2022 7:35:00 AM,10/27/2022 9:44:00 AM,249,,Frontier Airlines,Chicago O'Hare International,Las Vegas Harry Reid International
