Flight Bucket,FlightId,Price,StopCount,Departue,Arrival,FlightTime,Airline(s),DepartureCity,ArrivalCity
Direct,13416-2211060820--32695-0-15062-2211061423,$88,0,11/6/2022 8:20:00 AM,11/6/2022 2:23:00 PM,243,Air Canada;,Los Angeles,Chicago
Best,15062-2212030505--31825-0-13416-2212030738,$61,0,12/3/2022 5:05:00 AM,12/3/2022 7:38:00 AM,273,Spirit Airlines;,Chicago,Los Angeles
Best,15062-2212031600--31825-0-13416-2212031834,$61,0,12/3/2022 4:00:00 PM,12/3/2022 6:34:00 PM,274,Spirit Airlines;,Chicago,Los Angeles
Best,15062-2212032159--31825-0-13416-2212040040,$61,0,12/3/2022 9:59:00 PM,12/4/2022 12:40:00 AM,281,Spirit Airlines;,Chicago,Los Angeles
Fastest,15062-2212030640--32573-0-13416-2212030905,$158,0,12/3/2022 6:40:00 AM,12/3/2022 9:05:00 AM,265,American Airlines;,Chicago,Los Angeles
Fastest,15062-2212030640--32184-0-13416-2212030905,$158,0,12/3/2022 6:40:00 AM,12/3/2022 9:05:00 AM,265,Japan Airlines;,Chicago,Los Angeles
Fastest,15062-2212031543--32090-0-13416-2212031810,$88,0,12/3/2022 3:43:00 PM,12/3/2022 6:10:00 PM,267,Lufthansa;,Chicago,Los Angeles
Cheapest,15062-2212032159--31825-0-13416-2212040040,$61,0,12/3/2022 9:59:00 PM,12/4/2022 12:40:00 AM,281,Spirit Airlines;,Chicago,Los Angeles
Cheapest,15062-2212030505--31825-0-13416-2212030738,$61,0,12/3/2022 5:05:00 AM,12/3/2022 7:38:00 AM,273,Spirit Airlines;,Chicago,Los Angeles
Cheapest,15062-2212031600--31825-0-13416-2212031834,$61,0,12/3/2022 4:00:00 PM,12/3/2022 6:34:00 PM,274,Spirit Airlines;,Chicago,Los Angeles
Direct,15062-2212030505--31825-0-13416-2212030738,$61,0,12/3/2022 5:05:00 AM,12/3/2022 7:38:00 AM,273,Spirit Airlines;,Chicago,Los Angeles
Direct,15062-2212031600--31825-0-13416-2212031834,$61,0,12/3/2022 4:00:00 PM,12/3/2022 6:34:00 PM,274,Spirit Airlines;,Chicago,Los Angeles
Direct,15062-2212032159--31825-0-13416-2212040040,$61,0,12/3/2022 9:59:00 PM,12/4/2022 12:40:00 AM,281,Spirit Airlines;,Chicago,Los Angeles
Best,15062-2212031209--31825-0-13411-2212031409,$53,0,12/3/2022 12:09:00 PM,12/3/2022 2:09:00 PM,240,Spirit Airlines;,Chicago,Las Vegas
Best,15062-2212031607--31825-0-13411-2212031808,$53,0,12/3/2022 4:07:00 PM,12/3/2022 6:08:00 PM,241,Spirit Airlines;,Chicago,Las Vegas
Best,15062-2212031800--31825-0-13411-2212032001,$53,0,12/3/2022 6:00:00 PM,12/3/2022 8:01:00 PM,241,Spirit Airlines;,Chicago,Las Vegas
Fastest,15062-2212031935--31939-0-13411-2212032132,$158,0,12/3/2022 7:35:00 PM,12/3/2022 9:32:00 PM,237,Qatar Airways;,Chicago,Las Vegas
Fastest,15062-2212031723--32480-0-13411-2212031920,$158,0,12/3/2022 5:23:00 PM,12/3/2022 7:20:00 PM,237,British Airways;,Chicago,Las Vegas
Fastest,15062-2212031935--32573-0-13411-2212032132,$158,0,12/3/2022 7:35:00 PM,12/3/2022 9:32:00 PM,237,American Airlines;,Chicago,Las Vegas
Cheapest,15062-2212031607--31825-0-13411-2212031808,$53,0,12/3/2022 4:07:00 PM,12/3/2022 6:08:00 PM,241,Spirit Airlines;,Chicago,Las Vegas
Cheapest,15062-2212031800--31825-0-13411-2212032001,$53,0,12/3/2022 6:00:00 PM,12/3/2022 8:01:00 PM,241,Spirit Airlines;,Chicago,Las Vegas
Cheapest,15062-2212031209--31825-0-13411-2212031409,$53,0,12/3/2022 12:09:00 PM,12/3/2022 2:09:00 PM,240,Spirit Airlines;,Chicago,Las Vegas
Direct,15062-2212031209--31825-0-13411-2212031409,$53,0,12/3/2022 12:09:00 PM,12/3/2022 2:09:00 PM,240,Spirit Airlines;,Chicago,Las Vegas
Direct,15062-2212031607--31825-0-13411-2212031808,$53,0,12/3/2022 4:07:00 PM,12/3/2022 6:08:00 PM,241,Spirit Airlines;,Chicago,Las Vegas
Direct,15062-2212031800--31825-0-13411-2212032001,$53,0,12/3/2022 6:00:00 PM,12/3/2022 8:01:00 PM,241,Spirit Airlines;,Chicago,Las Vegas
Best,15062-2212030600--32385-0-16177-2212030855,$89,0,12/3/2022 6:00:00 AM,12/3/2022 8:55:00 AM,295,Delta;,Chicago,Seattle
Best,15062-2212031915--32593-0-16177-2212032203,$108,0,12/3/2022 7:15:00 PM,12/3/2022 10:03:00 PM,288,Alaska Airlines;,Chicago,Seattle
Best,15062-2212030805--32480-0-16177-2212031045,$112,0,12/3/2022 8:05:00 AM,12/3/2022 10:45:00 AM,280,British Airways;,Chicago,Seattle
Fastest,15062-2212030805--32480-0-16177-2212031045,$112,0,12/3/2022 8:05:00 AM,12/3/2022 10:45:00 AM,280,British Airways;,Chicago,Seattle
Fastest,15062-2212030805--32573-0-16177-2212031045,$113,0,12/3/2022 8:05:00 AM,12/3/2022 10:45:00 AM,280,American Airlines;,Chicago,Seattle
Fastest,15062-2212031600--31722-0-16177-2212031842,$169,0,12/3/2022 4:00:00 PM,12/3/2022 6:42:00 PM,282,United;,Chicago,Seattle
Cheapest,15062-2212030600--32385-0-16177-2212030855,$89,0,12/3/2022 6:00:00 AM,12/3/2022 8:55:00 AM,295,Delta;,Chicago,Seattle
Cheapest,15062-2212031915--32593-0-16177-2212032203,$108,0,12/3/2022 7:15:00 PM,12/3/2022 10:03:00 PM,288,Alaska Airlines;,Chicago,Seattle
Cheapest,15062-2212031800--31825-1-16177-2212032358,$112,1,12/3/2022 6:00:00 PM,12/3/2022 11:58:00 PM,478,Spirit Airlines;,Chicago,Seattle
Direct,15062-2212030600--32385-0-16177-2212030855,$89,0,12/3/2022 6:00:00 AM,12/3/2022 8:55:00 AM,295,Delta;,Chicago,Seattle
Direct,15062-2212031915--32593-0-16177-2212032203,$108,0,12/3/2022 7:15:00 PM,12/3/2022 10:03:00 PM,288,Alaska Airlines;,Chicago,Seattle
Direct,15062-2212030805--32480-0-16177-2212031045,$112,0,12/3/2022 8:05:00 AM,12/3/2022 10:45:00 AM,280,British Airways;,Chicago,Seattle
Best,15062-2212031250--32695-0-10959-2212031431,$81,0,12/3/2022 12:50:00 PM,12/3/2022 2:31:00 PM,161,Air Canada;,Chicago,Denver
Best,15062-2212030715--32695-0-10959-2212030859,$81,0,12/3/2022 7:15:00 AM,12/3/2022 8:59:00 AM,164,Air Canada;,Chicago,Denver
Best,15062-2212031610--32544-0-10959-2212031756,$81,0,12/3/2022 4:10:00 PM,12/3/2022 5:56:00 PM,166,Austrian Airlines;,Chicago,Denver
Fastest,15062-2212031250--32695-0-10959-2212031431,$81,0,12/3/2022 12:50:00 PM,12/3/2022 2:31:00 PM,161,Air Canada;,Chicago,Denver
Fastest,15062-2212031250--31722-0-10959-2212031431,$89,0,12/3/2022 12:50:00 PM,12/3/2022 2:31:00 PM,161,United;,Chicago,Denver
Fastest,15062-2212030715--32695-0-10959-2212030859,$81,0,12/3/2022 7:15:00 AM,12/3/2022 8:59:00 AM,164,Air Canada;,Chicago,Denver
Cheapest,15062-2212030715--32695-0-10959-2212030859,$81,0,12/3/2022 7:15:00 AM,12/3/2022 8:59:00 AM,164,Air Canada;,Chicago,Denver
Cheapest,15062-2212031419--32695-0-10959-2212031608,$81,0,12/3/2022 2:19:00 PM,12/3/2022 4:08:00 PM,169,Air Canada;,Chicago,Denver
Cheapest,15062-2212031250--32695-0-10959-2212031431,$81,0,12/3/2022 12:50:00 PM,12/3/2022 2:31:00 PM,161,Air Canada;,Chicago,Denver
Direct,15062-2212031250--32695-0-10959-2212031431,$81,0,12/3/2022 12:50:00 PM,12/3/2022 2:31:00 PM,161,Air Canada;,Chicago,Denver
Direct,15062-2212030715--32695-0-10959-2212030859,$81,0,12/3/2022 7:15:00 AM,12/3/2022 8:59:00 AM,164,Air Canada;,Chicago,Denver
Direct,15062-2212031610--32544-0-10959-2212031756,$81,0,12/3/2022 4:10:00 PM,12/3/2022 5:56:00 PM,166,Austrian Airlines;,Chicago,Denver
Best,15062-2212030600--32171-0-12712-2212030910,$97,0,12/3/2022 6:00:00 AM,12/3/2022 9:10:00 AM,130,jetBlue;,Chicago,New York
Best,15062-2212030848--32171-0-12712-2212031200,$97,0,12/3/2022 8:48:00 AM,12/3/2022 12:00:00 PM,132,jetBlue;,Chicago,New York
Best,15062-2212031915--32480-0-12712-2212032227,$99,0,12/3/2022 7:15:00 PM,12/3/2022 10:27:00 PM,132,British Airways;,Chicago,New York
Fastest,15062-2212031122--31923-0-12712-2212031430,$148,0,12/3/2022 11:22:00 AM,12/3/2022 2:30:00 PM,128,Royal Jordanian;,Chicago,New York
Fastest,15062-2212031121--32480-0-12712-2212031429,$146,0,12/3/2022 11:21:00 AM,12/3/2022 2:29:00 PM,128,British Airways;,Chicago,New York
Fastest,15062-2212031121--32171-0-12712-2212031429,$203,0,12/3/2022 11:21:00 AM,12/3/2022 2:29:00 PM,128,jetBlue;,Chicago,New York
Cheapest,15062-2212030848--32171-0-12712-2212031200,$97,0,12/3/2022 8:48:00 AM,12/3/2022 12:00:00 PM,132,jetBlue;,Chicago,New York
Cheapest,15062-2212030600--32171-0-12712-2212030910,$97,0,12/3/2022 6:00:00 AM,12/3/2022 9:10:00 AM,130,jetBlue;,Chicago,New York
Cheapest,15062-2212031915--32480-0-12712-2212032227,$99,0,12/3/2022 7:15:00 PM,12/3/2022 10:27:00 PM,132,British Airways;,Chicago,New York
Direct,15062-2212030600--32171-0-12712-2212030910,$97,0,12/3/2022 6:00:00 AM,12/3/2022 9:10:00 AM,130,jetBlue;,Chicago,New York
Direct,15062-2212030848--32171-0-12712-2212031200,$97,0,12/3/2022 8:48:00 AM,12/3/2022 12:00:00 PM,132,jetBlue;,Chicago,New York
Direct,15062-2212031915--32480-0-12712-2212032227,$99,0,12/3/2022 7:15:00 PM,12/3/2022 10:27:00 PM,132,British Airways;,Chicago,New York
Best,15062-2212032129--32695-0-15333-2212040030,$75,0,12/3/2022 9:29:00 PM,12/4/2022 12:30:00 AM,121,Air Canada;,Chicago,Philadelphia
Best,15062-2212031114--32646-0-15333-2212031418,$75,0,12/3/2022 11:14:00 AM,12/3/2022 2:18:00 PM,124,Air New Zealand;,Chicago,Philadelphia
Best,15062-2212031815--31799-0-15333-2212032121,$75,0,12/3/2022 6:15:00 PM,12/3/2022 9:21:00 PM,126,SWISS;,Chicago,Philadelphia
Fastest,15062-2212031106--32184-0-15333-2212031357,$116,0,12/3/2022 11:06:00 AM,12/3/2022 1:57:00 PM,111,Japan Airlines;,Chicago,Philadelphia
Fastest,15062-2212031106--32573-0-15333-2212031357,$117,0,12/3/2022 11:06:00 AM,12/3/2022 1:57:00 PM,111,American Airlines;,Chicago,Philadelphia
Fastest,15062-2212030829--32184-0-15333-2212031124,$125,0,12/3/2022 8:29:00 AM,12/3/2022 11:24:00 AM,115,Japan Airlines;,Chicago,Philadelphia
Cheapest,15062-2212031120--31825-1-15333-2212031709,$67,1,12/3/2022 11:20:00 AM,12/3/2022 5:09:00 PM,289,Spirit Airlines;,Chicago,Philadelphia
Cheapest,15062-2212032129--32695-0-15333-2212040030,$75,0,12/3/2022 9:29:00 PM,12/4/2022 12:30:00 AM,121,Air Canada;,Chicago,Philadelphia
Cheapest,15062-2212031114--32646-0-15333-2212031418,$75,0,12/3/2022 11:14:00 AM,12/3/2022 2:18:00 PM,124,Air New Zealand;,Chicago,Philadelphia
Direct,15062-2212032129--32695-0-15333-2212040030,$75,0,12/3/2022 9:29:00 PM,12/4/2022 12:30:00 AM,121,Air Canada;,Chicago,Philadelphia
Direct,15062-2212031114--32646-0-15333-2212031418,$75,0,12/3/2022 11:14:00 AM,12/3/2022 2:18:00 PM,124,Air New Zealand;,Chicago,Philadelphia
Direct,15062-2212031815--31799-0-15333-2212032121,$75,0,12/3/2022 6:15:00 PM,12/3/2022 9:21:00 PM,126,SWISS;,Chicago,Philadelphia
Best,15062-2212031859--32171-0-10081-2212032217,$74,0,12/3/2022 6:59:00 PM,12/3/2022 10:17:00 PM,138,jetBlue;,Chicago,Boston
Best,15062-2212030710--32531-0-10081-2212031028,$75,0,12/3/2022 7:10:00 AM,12/3/2022 10:28:00 AM,138,Azul Airlines;,Chicago,Boston
Best,15062-2212031246--32646-0-10081-2212031607,$75,0,12/3/2022 12:46:00 PM,12/3/2022 4:07:00 PM,141,Air New Zealand;,Chicago,Boston
Fastest,15062-2212031635--32171-0-10081-2212031944,$203,0,12/3/2022 4:35:00 PM,12/3/2022 7:44:00 PM,129,jetBlue;,Chicago,Boston
Fastest,15062-2212032100--32171-0-10081-2212040011,$104,0,12/3/2022 9:00:00 PM,12/4/2022 12:11:00 AM,131,jetBlue;,Chicago,Boston
Fastest,15062-2212031716--32480-0-10081-2212032027,$105,0,12/3/2022 5:16:00 PM,12/3/2022 8:27:00 PM,131,British Airways;,Chicago,Boston
Cheapest,15062-2212031859--32171-0-10081-2212032217,$74,0,12/3/2022 6:59:00 PM,12/3/2022 10:17:00 PM,138,jetBlue;,Chicago,Boston
Cheapest,15062-2212031355--32646-0-10081-2212031716,$75,0,12/3/2022 1:55:00 PM,12/3/2022 5:16:00 PM,141,Air New Zealand;,Chicago,Boston
Cheapest,15062-2212031828--32571-0-10081-2212032149,$75,0,12/3/2022 6:28:00 PM,12/3/2022 9:49:00 PM,141,ANA (All Nippon Airways);,Chicago,Boston
Direct,15062-2212031859--32171-0-10081-2212032217,$74,0,12/3/2022 6:59:00 PM,12/3/2022 10:17:00 PM,138,jetBlue;,Chicago,Boston
Direct,15062-2212030710--32531-0-10081-2212031028,$75,0,12/3/2022 7:10:00 AM,12/3/2022 10:28:00 AM,138,Azul Airlines;,Chicago,Boston
Direct,15062-2212031246--32646-0-10081-2212031607,$75,0,12/3/2022 12:46:00 PM,12/3/2022 4:07:00 PM,141,Air New Zealand;,Chicago,Boston
Best,15062-2212031625--31825-0-14355-2212031850,$21,0,12/3/2022 4:25:00 PM,12/3/2022 6:50:00 PM,145,Spirit Airlines;,Chicago,New Orleans
Best,15062-2212032008--32407-0-14355-2212032241,$75,0,12/3/2022 8:08:00 PM,12/3/2022 10:41:00 PM,153,Copa;,Chicago,New Orleans
Best,15062-2212032008--31734-0-14355-2212032241,$105,0,12/3/2022 8:08:00 PM,12/3/2022 10:41:00 PM,153,Turkish Airlines;,Chicago,New Orleans
Fastest,15062-2212031625--31825-0-14355-2212031850,$21,0,12/3/2022 4:25:00 PM,12/3/2022 6:50:00 PM,145,Spirit Airlines;,Chicago,New Orleans
Fastest,15062-2212032008--31734-0-14355-2212032241,$105,0,12/3/2022 8:08:00 PM,12/3/2022 10:41:00 PM,153,Turkish Airlines;,Chicago,New Orleans
Fastest,15062-2212032008--31722-0-14355-2212032241,$109,0,12/3/2022 8:08:00 PM,12/3/2022 10:41:00 PM,153,United;,Chicago,New Orleans
Cheapest,15062-2212031625--31825-0-14355-2212031850,$21,0,12/3/2022 4:25:00 PM,12/3/2022 6:50:00 PM,145,Spirit Airlines;,Chicago,New Orleans
Cheapest,15062-2212031120--31825-1-14355-2212032002,$39,1,12/3/2022 11:20:00 AM,12/3/2022 8:02:00 PM,522,Spirit Airlines;,Chicago,New Orleans
Cheapest,15062-2212031445--31825-1-14355-2212032139,$39,1,12/3/2022 2:45:00 PM,12/3/2022 9:39:00 PM,414,Spirit Airlines;,Chicago,New Orleans
Direct,15062-2212031625--31825-0-14355-2212031850,$21,0,12/3/2022 4:25:00 PM,12/3/2022 6:50:00 PM,145,Spirit Airlines;,Chicago,New Orleans
Direct,15062-2212032008--32407-0-14355-2212032241,$75,0,12/3/2022 8:08:00 PM,12/3/2022 10:41:00 PM,153,Copa;,Chicago,New Orleans
Direct,15062-2212032008--31734-0-14355-2212032241,$105,0,12/3/2022 8:08:00 PM,12/3/2022 10:41:00 PM,153,Turkish Airlines;,Chicago,New Orleans
Best,15062-2212032110--32646-0-12387-2212032359,$101,0,12/3/2022 9:10:00 PM,12/3/2022 11:59:00 PM,109,Air New Zealand;,Chicago,Washington
Best,15062-2212030845--31901-0-12387-2212031136,$101,0,12/3/2022 8:45:00 AM,12/3/2022 11:36:00 AM,111,Scandinavian Airlines;,Chicago,Washington
Best,15062-2212031813--32646-0-12387-2212032105,$101,0,12/3/2022 6:13:00 PM,12/3/2022 9:05:00 PM,112,Air New Zealand;,Chicago,Washington
Fastest,15062-2212032110--32695-0-12387-2212032359,$129,0,12/3/2022 9:10:00 PM,12/3/2022 11:59:00 PM,109,Air Canada;,Chicago,Washington
Fastest,15062-2212032110--32646-0-12387-2212032359,$101,0,12/3/2022 9:10:00 PM,12/3/2022 11:59:00 PM,109,Air New Zealand;,Chicago,Washington
Fastest,15062-2212032110--31722-0-12387-2212032359,$105,0,12/3/2022 9:10:00 PM,12/3/2022 11:59:00 PM,109,United;,Chicago,Washington
Cheapest,15062-2212032110--32646-0-12387-2212032359,$101,0,12/3/2022 9:10:00 PM,12/3/2022 11:59:00 PM,109,Air New Zealand;,Chicago,Washington
Cheapest,15062-2212031305--32571-0-12387-2212031558,$101,0,12/3/2022 1:05:00 PM,12/3/2022 3:58:00 PM,113,ANA (All Nippon Airways);,Chicago,Washington
Cheapest,15062-2212031402--32695-0-12387-2212031655,$101,0,12/3/2022 2:02:00 PM,12/3/2022 4:55:00 PM,113,Air Canada;,Chicago,Washington
Direct,15062-2212032110--32646-0-12387-2212032359,$101,0,12/3/2022 9:10:00 PM,12/3/2022 11:59:00 PM,109,Air New Zealand;,Chicago,Washington
Direct,15062-2212030845--31901-0-12387-2212031136,$101,0,12/3/2022 8:45:00 AM,12/3/2022 11:36:00 AM,111,Scandinavian Airlines;,Chicago,Washington
Direct,15062-2212031813--32646-0-12387-2212032105,$101,0,12/3/2022 6:13:00 PM,12/3/2022 9:05:00 PM,112,Air New Zealand;,Chicago,Washington
Best,15062-2212032015--31825-0-14074-2212040022,$64,0,12/3/2022 8:15:00 PM,12/4/2022 12:22:00 AM,187,Spirit Airlines;,Chicago,Miami
Best,15062-2212031320--31825-0-14074-2212031729,$64,0,12/3/2022 1:20:00 PM,12/3/2022 5:29:00 PM,189,Spirit Airlines;,Chicago,Miami
Best,15062-2212031826--32695-0-14074-2212032235,$114,0,12/3/2022 6:26:00 PM,12/3/2022 10:35:00 PM,189,Air Canada;,Chicago,Miami
Fastest,15062-2212030705--32593-0-14074-2212031100,$161,0,12/3/2022 7:05:00 AM,12/3/2022 11:00:00 AM,175,Alaska Airlines;,Chicago,Miami
Fastest,15062-2212030705--32573-0-14074-2212031100,$162,0,12/3/2022 7:05:00 AM,12/3/2022 11:00:00 AM,175,American Airlines;,Chicago,Miami
Fastest,15062-2212030710--32540-0-14074-2212031114,$190,0,12/3/2022 7:10:00 AM,12/3/2022 11:14:00 AM,184,Avianca;,Chicago,Miami
Cheapest,15062-2212031320--31825-0-14074-2212031729,$64,0,12/3/2022 1:20:00 PM,12/3/2022 5:29:00 PM,189,Spirit Airlines;,Chicago,Miami
Cheapest,15062-2212032015--31825-0-14074-2212040022,$64,0,12/3/2022 8:15:00 PM,12/4/2022 12:22:00 AM,187,Spirit Airlines;,Chicago,Miami
Cheapest,15062-2212030848--32171-1-14074-2212031609,$79,1,12/3/2022 8:48:00 AM,12/3/2022 4:09:00 PM,381,jetBlue;,Chicago,Miami
Direct,15062-2212032015--31825-0-14074-2212040022,$64,0,12/3/2022 8:15:00 PM,12/4/2022 12:22:00 AM,187,Spirit Airlines;,Chicago,Miami
Direct,15062-2212031320--31825-0-14074-2212031729,$64,0,12/3/2022 1:20:00 PM,12/3/2022 5:29:00 PM,189,Spirit Airlines;,Chicago,Miami
Direct,15062-2212031826--32695-0-14074-2212032235,$114,0,12/3/2022 6:26:00 PM,12/3/2022 10:35:00 PM,189,Air Canada;,Chicago,Miami
Best,15062-2212032100--31825-0-10968-2212032334,$44,0,12/3/2022 9:00:00 PM,12/3/2022 11:34:00 PM,154,Spirit Airlines;,Chicago,Dallas
Best,15062-2212031445--31825-0-10968-2212031721,$44,0,12/3/2022 2:45:00 PM,12/3/2022 5:21:00 PM,156,Spirit Airlines;,Chicago,Dallas
Best,15062-2212030717--32695-0-10968-2212030952,$65,0,12/3/2022 7:17:00 AM,12/3/2022 9:52:00 AM,155,Air Canada;,Chicago,Dallas
Fastest,15062-2212031725--32257-0-10968-2212031953,$158,0,12/3/2022 5:25:00 PM,12/3/2022 7:53:00 PM,148,Gulf Air;,Chicago,Dallas
Fastest,15062-2212031725--32480-0-10968-2212031953,$155,0,12/3/2022 5:25:00 PM,12/3/2022 7:53:00 PM,148,British Airways;,Chicago,Dallas
Fastest,15062-2212031725--32573-0-10968-2212031953,$157,0,12/3/2022 5:25:00 PM,12/3/2022 7:53:00 PM,148,American Airlines;,Chicago,Dallas
Cheapest,15062-2212031445--31825-0-10968-2212031721,$44,0,12/3/2022 2:45:00 PM,12/3/2022 5:21:00 PM,156,Spirit Airlines;,Chicago,Dallas
Cheapest,15062-2212032100--31825-0-10968-2212032334,$44,0,12/3/2022 9:00:00 PM,12/3/2022 11:34:00 PM,154,Spirit Airlines;,Chicago,Dallas
Cheapest,15062-2212031601--31901-0-10968-2212031839,$65,0,12/3/2022 4:01:00 PM,12/3/2022 6:39:00 PM,158,Scandinavian Airlines;,Chicago,Dallas
Direct,15062-2212032100--31825-0-10968-2212032334,$44,0,12/3/2022 9:00:00 PM,12/3/2022 11:34:00 PM,154,Spirit Airlines;,Chicago,Dallas
Direct,15062-2212031445--31825-0-10968-2212031721,$44,0,12/3/2022 2:45:00 PM,12/3/2022 5:21:00 PM,156,Spirit Airlines;,Chicago,Dallas
Direct,15062-2212030717--32695-0-10968-2212030952,$65,0,12/3/2022 7:17:00 AM,12/3/2022 9:52:00 AM,155,Air Canada;,Chicago,Dallas
Best,15062-2212031120--31825-0-9596-2212031415,$37,0,12/3/2022 11:20:00 AM,12/3/2022 2:15:00 PM,115,Spirit Airlines;,Chicago,Atlanta
Best,15062-2212032057--31825-0-9596-2212032357,$37,0,12/3/2022 8:57:00 PM,12/3/2022 11:57:00 PM,120,Spirit Airlines;,Chicago,Atlanta
Best,15062-2212032115--32289-0-9596-2212040024,$41,0,12/3/2022 9:15:00 PM,12/4/2022 12:24:00 AM,129,Frontier Airlines;,Chicago,Atlanta
Fastest,15062-2212031430--32385-0-9596-2212031720,$113,0,12/3/2022 2:30:00 PM,12/3/2022 5:20:00 PM,110,Delta;,Chicago,Atlanta
Fastest,15062-2212031713--32573-0-9596-2212032007,$108,0,12/3/2022 5:13:00 PM,12/3/2022 8:07:00 PM,114,American Airlines;,Chicago,Atlanta
Fastest,15062-2212031713--32184-0-9596-2212032007,$108,0,12/3/2022 5:13:00 PM,12/3/2022 8:07:00 PM,114,Japan Airlines;,Chicago,Atlanta
Cheapest,15062-2212031120--31825-0-9596-2212031415,$37,0,12/3/2022 11:20:00 AM,12/3/2022 2:15:00 PM,115,Spirit Airlines;,Chicago,Atlanta
Cheapest,15062-2212032057--31825-0-9596-2212032357,$37,0,12/3/2022 8:57:00 PM,12/3/2022 11:57:00 PM,120,Spirit Airlines;,Chicago,Atlanta
Cheapest,15062-2212032115--32289-0-9596-2212040024,$41,0,12/3/2022 9:15:00 PM,12/4/2022 12:24:00 AM,129,Frontier Airlines;,Chicago,Atlanta
Direct,15062-2212031120--31825-0-9596-2212031415,$37,0,12/3/2022 11:20:00 AM,12/3/2022 2:15:00 PM,115,Spirit Airlines;,Chicago,Atlanta
Direct,15062-2212032057--31825-0-9596-2212032357,$37,0,12/3/2022 8:57:00 PM,12/3/2022 11:57:00 PM,120,Spirit Airlines;,Chicago,Atlanta
Direct,15062-2212032115--32289-0-9596-2212040024,$41,0,12/3/2022 9:15:00 PM,12/4/2022 12:24:00 AM,129,Frontier Airlines;,Chicago,Atlanta
Best,9596-2212040920--31825-0-15062-2212041024,$37,0,12/4/2022 9:20:00 AM,12/4/2022 10:24:00 AM,124,Spirit Airlines;,Atlanta,Chicago
Best,9596-2212041701--31825-0-15062-2212041811,$68,0,12/4/2022 5:01:00 PM,12/4/2022 6:11:00 PM,130,Spirit Airlines;,Atlanta,Chicago
Best,9596-2212040637--32646-0-15062-2212040747,$75,0,12/4/2022 6:37:00 AM,12/4/2022 7:47:00 AM,130,Air New Zealand;,Atlanta,Chicago
Fastest,9596-2212042259--32385-0-15062-2212042357,$141,0,12/4/2022 10:59:00 PM,12/4/2022 11:57:00 PM,118,Delta;,Atlanta,Chicago
Fastest,9596-2212040715--32385-0-15062-2212040816,$141,0,12/4/2022 7:15:00 AM,12/4/2022 8:16:00 AM,121,Delta;,Atlanta,Chicago
Fastest,9596-2212040920--31825-0-15062-2212041024,$37,0,12/4/2022 9:20:00 AM,12/4/2022 10:24:00 AM,124,Spirit Airlines;,Atlanta,Chicago
Cheapest,9596-2212040920--31825-0-15062-2212041024,$37,0,12/4/2022 9:20:00 AM,12/4/2022 10:24:00 AM,124,Spirit Airlines;,Atlanta,Chicago
Cheapest,9596-2212041701--31825-0-15062-2212041811,$68,0,12/4/2022 5:01:00 PM,12/4/2022 6:11:00 PM,130,Spirit Airlines;,Atlanta,Chicago
Cheapest,9596-2212040637--32646-0-15062-2212040747,$75,0,12/4/2022 6:37:00 AM,12/4/2022 7:47:00 AM,130,Air New Zealand;,Atlanta,Chicago
Direct,9596-2212040920--31825-0-15062-2212041024,$37,0,12/4/2022 9:20:00 AM,12/4/2022 10:24:00 AM,124,Spirit Airlines;,Atlanta,Chicago
Direct,9596-2212041701--31825-0-15062-2212041811,$68,0,12/4/2022 5:01:00 PM,12/4/2022 6:11:00 PM,130,Spirit Airlines;,Atlanta,Chicago
Direct,9596-2212040637--32646-0-15062-2212040747,$75,0,12/4/2022 6:37:00 AM,12/4/2022 7:47:00 AM,130,Air New Zealand;,Atlanta,Chicago
Best,10968-2212042217--31825-0-15062-2212050048,$60,0,12/4/2022 10:17:00 PM,12/5/2022 12:48:00 AM,151,Spirit Airlines;,Dallas,Chicago
Best,10968-2212041120--31825-0-15062-2212041357,$60,0,12/4/2022 11:20:00 AM,12/4/2022 1:57:00 PM,157,Spirit Airlines;,Dallas,Chicago
Best,10968-2212040714--32695-0-15062-2212040938,$75,0,12/4/2022 7:14:00 AM,12/4/2022 9:38:00 AM,144,Air Canada;,Dallas,Chicago
Fastest,10968-2212041705--32573-0-15062-2212041921,$156,0,12/4/2022 5:05:00 PM,12/4/2022 7:21:00 PM,136,American Airlines;,Dallas,Chicago
Fastest,10968-2212041705--32317-0-15062-2212041921,$158,0,12/4/2022 5:05:00 PM,12/4/2022 7:21:00 PM,136,Finnair;,Dallas,Chicago
Fastest,10968-2212041830--31940-0-15062-2212042047,$190,0,12/4/2022 6:30:00 PM,12/4/2022 8:47:00 PM,137,Qantas;,Dallas,Chicago
Cheapest,10968-2212041120--31825-0-15062-2212041357,$60,0,12/4/2022 11:20:00 AM,12/4/2022 1:57:00 PM,157,Spirit Airlines;,Dallas,Chicago
Cheapest,10968-2212042217--31825-0-15062-2212050048,$60,0,12/4/2022 10:17:00 PM,12/5/2022 12:48:00 AM,151,Spirit Airlines;,Dallas,Chicago
Cheapest,10968-2212040714--32695-0-15062-2212040938,$75,0,12/4/2022 7:14:00 AM,12/4/2022 9:38:00 AM,144,Air Canada;,Dallas,Chicago
Direct,10968-2212042217--31825-0-15062-2212050048,$60,0,12/4/2022 10:17:00 PM,12/5/2022 12:48:00 AM,151,Spirit Airlines;,Dallas,Chicago
